23;;q1;;Has anyone reported a problem about noise?;;urn:uuid:3e0f6d0d-c9ba-4392-8bf7-e8dfd8397ae6;;I booked the wrong station - Kobe station is not as central as Sannomiya but being next to a train station got us a taxi quickly and to the airport easily. Our JR pass was still valid to get us to all main restaurants and shopping for the evening, so it wasn't a setback. - Very friendly and helpful staff, mattress like a cloud (excellent nights sleep), complimentary kombucha tea was a lovely touch after a rainy day. Staff even went out of their way to help me get more. Hotel is directly across from the Kobe station with all amenities nearby. It was a great choice for a last night in Japan before flying out from KIX.;;04/04/2017;;0
24;;q1;;Has anyone reported a problem about noise?;;urn:uuid:941ac3cc-ee08-46f9-a930-cdc6d92ed095;;The heater in our room was noisy so i did not sleep well at night - Room is good and clean;;31/01/2017;;1
25;;q1;;Has anyone reported a problem about noise?;;urn:uuid:a5a1a561-fce2-4e8e-846c-9c8ffa350a50;;There is a bar type fridge in the room, it was quite noisy. I always travel with earplugs and I definitely needed them for that room. - Super close to the Sannomiya JR Terminal. Noise from outside was minimal. Small room, but what do you need? Bed was comfy, bathroom is typical hotel size, small but practical.;;05/04/2014;;1
26;;q1;;Has anyone reported a problem about noise?;;urn:uuid:8f4f95ef-95d3-440a-9a55-119e63d1f2e3;;Receptionists that speak at least a little bit of English would be nice for other travelers. Also, breakfast time during weekends untill 10:30 am woud be nice too. - Excellent location close to Sannomiya Station but still in a quiet area. The room was very clean and even in a smoking-floor, there was no smell at all.;;19/02/2016;;1
27;;q1;;Has anyone reported a problem about noise?;;urn:uuid:7e357a24-69b4-4b10-8fdd-78f92a2b4208;;Mattress is bad. When we arrived, having booked a standard double room, the guy at the reception tried to put us into semi-double (twice!) or twin room (with extra charge). Isn't it clear that when people book a standard double room they really mean it? Breakfast costs extra 13 e! Per person. - Location, spacious standard double room, the price for the room was great.;;14/10/2013;;0
28;;q1;;Has anyone reported a problem about noise?;;urn:uuid:b98eb486-3cc9-4d13-8b18-5f973d65ef14;;Nil - Big and modern Shopping;;15/06/2017;;0
29;;q1;;Has anyone reported a problem about noise?;;urn:uuid:556ced35-3866-42c4-9417-0703e8dfda1e;;Th only disadvantage was a vending machine close to my room. Occasionally someone would buy a drink after midnight and that caused a noise. Other than that, everything was pretty good. - I liked staying at APA Sanomiya. Everything was good, the internet connection was also good (which was important to me).;;08/09/2017;;1
30;;q1;;Has anyone reported a problem about noise?;;urn:uuid:9ee766a8-a6e9-4b74-b15d-1f8dd0e41e78;;Pillow n bed toosoft. - Just beside the temple so the calmness of the surrounding. Breakfast was good.;;23/04/2017;;0
31;;q1;;Has anyone reported a problem about noise?;;urn:uuid:478b004d-6cc5-4ca3-9cc3-1d22a9065636;;No real interaction with staff but not a problem. Just no need. All was sorted at check in. We had breakfast round the corner. - The location was excellent for Peace Park. It was superbly located for the plethora of fantastic restaurants and bars. They are all good.;;03/04/2016;;0
32;;q1;;Has anyone reported a problem about noise?;;urn:uuid:504e0374-d569-4a54-b0f1-7a3a1f3ba403;;Can be a bit confusing to find at night especially when you are so tired. Taxi 680 yen from JR Sannomiya station. - Free breakfast, quite a selection available (mostly Japanese). Coin laundry, pajamas, basic amenities. Easy check in and check out. Basic but good for overnight stay. Pretty quiet.;;02/12/2017;;1
33;;q1;;Has anyone reported a problem about noise?;;urn:uuid:522413ee-b337-4769-acc1-1c0f6537af5b;;The walls are really thin, you can hear everything. The guests next door next door stayed up until 1 am talking, I couldn't sleep at all. The onsen is in the basement, in a damp steam filled old basement with a pool of blood colored water, blood splattered looking floor. Don't go by yourself at night like I did - I was so scared, imagined all sorts of bodies and murders.... They seriously need to revamp it so that its bright and modern. - Awesome service, great location in the heart of town. The room is huge and really comfortable. The food is great, definitely recommend having the breakfast. The onsen feels really good, it's in the hotel and included with the stay. It's great value for the money.;;14/05/2016;;1
34;;q1;;Has anyone reported a problem about noise?;;urn:uuid:c6bea9dc-5905-4167-8984-1d0cd45a7378;;A little noisy at night - Good location;;05/06/2013;;1
35;;q1;;Has anyone reported a problem about noise?;;urn:uuid:d1577bf3-ce4e-47c9-bce5-b92d9fa21189;;I didn't have any problems whatsoever. - It is located in a nice and peaceful neighborhood, which is something considering that the hotel is only a few stops away from the bustling center of Kobe.;;31/10/2013;;1
36;;q1;;Has anyone reported a problem about noise?;;urn:uuid:1ac264e4-0539-4d34-a9de-71b2d61339ac;;- - It is very close to the Sannomiya station.;;04/10/2017;;0
37;;q1;;Has anyone reported a problem about noise?;;urn:uuid:d0450761-8297-4e2b-a6df-90eed847b5f5;;WiFi was not very good, room a bit small but manageable. View from the window was to another building. - Fairly close to the subway, they let us have an early check-in for no extra charge. Had maps next to reception and a nice lounge.;;04/08/2016;;0
38;;q1;;Has anyone reported a problem about noise?;;urn:uuid:b732c901-9ebe-4e9d-b405-fe60de67323a;;We only stayed one night there. We could hardly think of anything we didn't like. It's a standard hotel room, after all. - What we liked - the British theme of the decor - the quietness of the neighbouring streets, yet so close to the busy and exciting restaurant district of Sannomiya;;17/04/2016;;1
39;;q1;;Has anyone reported a problem about noise?;;urn:uuid:5fb5ae0b-ea85-43ea-bf4d-a38c8ab29328;;Is in a not so pretty zone of Kobe, - Japanese style rooms with private bathroom, very quiet place despite is always with people.;;30/05/2016;;1
40;;q1;;Has anyone reported a problem about noise?;;urn:uuid:2118bcdf-5b1e-4da1-9164-0b04e2be86e7;;We didn't know the indoor pool was chargeable at ¥1,600 per person. Chose not to use it after we were notified of the charge. If you choose not to eat at the hotel, the nearest restaurants are a 15-20 min walk away at Mosaic Harbourland. - Great view of Osaka Bay (we were on Level 7) and large clean room which fit in one additional bed nicely, with all amenities (toiletries, comb, hairclip, hair ties, cotton pads, shower caps, toothbrush kits, shavers) provided for all guests.;;24/12/2017;;0
41;;q1;;Has anyone reported a problem about noise?;;urn:uuid:515168f7-85eb-4bed-b9a0-22a0988fcca5;;when we arrived, the carpet in our room could have been cleaned in a better way... it smelled of sweaty feet. but 3 cans of foot deodorant spray on the whole floor took care of that ( hurray for the nearby shopping street ). - 1) location: next to chinatown ( nankin machi ). a convenience store + atm around the corner. near the motomachi and center gai shopping streets. a department store ( daimaru ) with a basement food market across the street, and a kaigan subway line ( daimaru station ) entry/exit point. and about 400m from the motomachi rail station. 2) coin operated laundry machines: our casual clothes hardly needed pressing after the wash/dry cycle. 3) staff: smiling, courteous, accommodating, and patient ( ie. in teaching us how to operate the laundry machine mentioned above ). 4) room: 18sqm of space, with a full double bed, a small desk, small refrigerator, enough space for small luggage, hanger space for about 4-5 items... is a nice change from the 11sqm standard for new budget city center hotels. 5) typical modern japanese toilet: youtube it...;;28/05/2017;;0
42;;q1;;Has anyone reported a problem about noise?;;urn:uuid:33ec41f3-2f2a-47a9-bde5-4d0ef80b1966;;Shower Room / Toilet / Washstand were in the room. If someone use , it would become noise. - It is good place to watch Akashi Bridge anytime. Also near to Akashi Bridge.;;29/04/2017;;1
43;;q1;;Has anyone reported a problem about noise?;;urn:uuid:a1260160-c177-416b-9517-c074ec2754e0;;No extra pillow which I requested. Didn't sleep too much because of the noise the whole night. Don't know where the noise came from anyway (sounds like a washing machine is operating) - Breakfast. The best breakfast so far!;;29/05/2017;;1
44;;q1;;Has anyone reported a problem about noise?;;urn:uuid:c002e3b0-c928-40f5-b0aa-8a2a7c73b80f;;The overall building is very old and not well maintained. The quirky, hipster atmosphere they are going for is overworked and tacky. The furniture is worn out, not antique looking. There is no privacy in the dorm rooms. No sound proofing or noise proofing at all. They have attached a sheet which lets all the light through to act as a privacy curtain which doesn't even cover the whole side. If you are stuck on a top bunk you have ZERO privacy. No curtains or sheets or anything. There is only ONE shower and two toilets, and only on the first floor meaning you have to walk downstairs. All in all, a terrible experience. - Air con in the room worked well.;;02/01/2017;;1
45;;q1;;Has anyone reported a problem about noise?;;urn:uuid:cb473009-db5f-43af-8b68-ba3a30ce3c1a;;I could hear voice from other room. Noise blocking was not good. Heater output area is dirty. - This hotel is nearby Kobe Port Tower and mosaic and Big Shopping mall.;;18/12/2013;;1
46;;q1;;Has anyone reported a problem about noise?;;urn:uuid:67bd1e4f-4538-49a5-8148-7bcda16fd184;;Not so near to the main street and the hotel is on the slope . Hard to walk to hotel with luggage.There was no call answer after 12MN for arranging transport back to hotel. Difficult to find taxi back to to hotel in the late evening. - Staffs are nice. Hotspring (outdoor) was good. Message machine was free of charge. The environment was clean and comfort. Breakfast is quite rich and delicious. Luggages was sent to room by staffs.;;20/03/2017;;0
47;;q1;;Has anyone reported a problem about noise?;;urn:uuid:938b9df4-2838-4829-a111-9daa9ccf6741;;Breakfast is really simple… i know it's "Free"(actually included in the room charge right?) it can taste better i guess… 茶碗蒸/半熟蛋 may replace the horrible scrambled eggs. p.s. Maybe you can add a toaster for those bread? - close to sanomiya station/city bus/airport shuttle bus are really convenient for me! Surrounded by a lot small restaurant and shops, 5-10 minutes walk to shin-kobe or 步引园&北野异人馆, great location for economist tourist and long stay guest! and they also have microwave on the 5th floor for hotel guest. Plus security is also good since guest need to swipe room key to get lift access;;09/04/2017;;0
48;;q1;;Has anyone reported a problem about noise?;;urn:uuid:b974ea09-8d32-43e4-89e6-6f802023eb3c;;As our room is facing the train station, we can hear the track noise but bearable. - The hotel is right above the train station and close to all eateries at the station. Within walking distance to the Ikuta shrine, Chinatown, and shopping malls like Sannomiya Centre Gai and Motomachi. Clean and comfortable small room by Japanese standard. Polite and helpful staffs.;;13/11/2017;;1
49;;q1;;Has anyone reported a problem about noise?;;urn:uuid:68b6bb7b-332a-4285-adc8-39b67620bd26;;Room layout. - Staff, location and comfort.;;02/01/2018;;0
50;;q1;;Has anyone reported a problem about noise?;;urn:uuid:ec63f30b-f76c-4981-b152-2d1ce60314d0;;I did not have breakfast in hotel... the charge is a little bit higher for me. - Their service is really awesome ! Big room and beautiful view. I will come and stay again.;;25/03/2017;;0
51;;q1;;Has anyone reported a problem about noise?;;urn:uuid:55712087-933c-49d9-916c-1198f31c31e0;;Nop - Quiet and clean;;05/12/2016;;1
52;;q1;;Has anyone reported a problem about noise?;;urn:uuid:7cb1c350-03b6-4034-b9cd-6cf3a3e4ba1f;;Shopping area too far - Breakfast Dining area;;25/12/2017;;0
53;;q1;;Has anyone reported a problem about noise?;;urn:uuid:9dc44f31-b135-444b-82f8-c302016fbfd6;;- Breakfast is too basic/simple against other hotels in Sannomiya (That would be Pro's on reasonable price if you don't expect a great breakfast). - - Newly opened, very modern and clean everywhere with brand-new equipment. - Walking distance to Sannomiya downtown and all stations. - Daiei = Best local shopping with 1 min walk. - Reasonable price for such a perfect location.;;05/04/2017;;0
54;;q1;;Has anyone reported a problem about noise?;;urn:uuid:8f1a621a-19f6-4577-b65b-2ca5f7082514;;A bit old building with little security system - Receptionists were very kind They provided enough amenities so did not have to bring many Bathroom and beds were very clean;;03/07/2017;;0
55;;q1;;Has anyone reported a problem about noise?;;urn:uuid:8170b9d2-5059-472b-bdfe-dc23537ab570;;None - Great location, Clean Quiet space in japan;;22/12/2017;;1
56;;q1;;Has anyone reported a problem about noise?;;urn:uuid:532cd34b-698e-4dcf-958f-4f58131bd3b0;;They don't offer guests the use of an iron because it's a "fire hazard." Meanwhile, you can smoke in your room. What? - Leaving.;;25/03/2014;;0
57;;q1;;Has anyone reported a problem about noise?;;urn:uuid:6f78e5ee-032c-4e7e-a953-daca00afaca3;;the managers arrogance - very modern and new;;04/09/2017;;0
58;;q1;;Has anyone reported a problem about noise?;;urn:uuid:8c52b45e-3721-4287-be53-835b4bfb8d89;;Dark - Perfect;;07/04/2017;;0
59;;q1;;Has anyone reported a problem about noise?;;urn:uuid:eafa7953-b9fa-4bbe-acd0-cb75aefc553c;;away from the train stations, 10 minutes walk from the main shopping and restaurants area. - close to the I.C. off ramp, closer to the Kobe airport. lot of parking.;;24/04/2016;;0
60;;q1;;Has anyone reported a problem about noise?;;urn:uuid:35fdfa09-a806-40e7-a77a-f5a46a647250;;Uncertain cleanliness - Amenities;;20/10/2017;;0
61;;q1;;Has anyone reported a problem about noise?;;urn:uuid:894d3f4d-79ba-41f1-8d6d-327eb6ea5a04;;Sound and noise from outside room could be heard. Breakfast menu is poor. - There is Wi Fi internet facility in room and location near from bus terminal, train station, subway station and shopping centre;;06/01/2013;;1
62;;q1;;Has anyone reported a problem about noise?;;urn:uuid:9d6c5864-511e-4936-9706-1d8641406a24;;The breakfast was basic, but so is the hotel. The rooms smelled musty and we could see mould in the bathrooms. - The staff were lovely and accommodating. They lent us a deodoriser free of charge.;;19/04/2016;;0
63;;q1;;Has anyone reported a problem about noise?;;urn:uuid:c756ad89-6d40-4790-ad51-169c3b82a6df;;You need to pay the Room on a payment maschine... the pice was to much for this type of hotel. - Very nice hotel close to the Railway station;;30/10/2017;;0
64;;q1;;Has anyone reported a problem about noise?;;urn:uuid:981897b2-d45d-4c09-ad78-35cef7e5a682;;Our friends who we were traveling with, did not like the train noise. Check which side of the hotel you are on if this bothers you - Great location which is always import, just a few minutes walk to the JR and Sanyo lines, as well as the Subway and Port Liner. We did not eat at the hotel, as there are many places to eat handy.;;08/05/2017;;1
65;;q1;;Has anyone reported a problem about noise?;;urn:uuid:4fedd4c8-77a0-48ac-8896-b4933c7da21b;;Their computers for public access to the Internet are dinosaurs, stick with your own hardware. Your smartphone connected to the wifi is much better. There might be a heater(?) sitting on the ground, didn't know how to work it as instructions were all in native language which makes it a little defunct for people with poor Japanese language skills, such as myself. - Great location to explore from, room was spacious compared to others. Clean and tidy. Decor is modern. Bed nice and firm and bedding very nice. The complimentary western style buffet breakfast is a bonus, if not to your liking find something on the street, plenty of eats close by. Wife loved that they served "normal" black tea with milk and sugar. Take home slippers;;22/04/2016;;0
66;;q1;;Has anyone reported a problem about noise?;;urn:uuid:11579584-bc6d-4243-a22f-74224a10db2f;;Staff is very limited in their english. Luckily the other guests are very helpfull with explaining things. - A once in a lifetime experience. Sleeping in a capsule seems odd. Maybe it is odd. But it's more than just the rather comfortable capsules themselves. You also have a public bathing room with sauna and a relaxation area. It's very japanese and not for people who don't want to try something different (but then japan wasn't a good destination either). I thought it was a great experience.;;26/05/2014;;0
67;;q1;;Has anyone reported a problem about noise?;;urn:uuid:f15fecee-3345-4777-ba5e-b5acf9fd06e2;;Our room was very tired with quite a few stains on the carpet. We were also surprised at the car parking price. Their website states ¥1600 per 24 hours. However we found that this was actually the price from when you check in until 12pm the next day. If you stay beyond 12pm you get charged a further ¥400 per hour. We found out the hard way with a ¥2000 charge. Also we didn't realise there would be a further ¥1200 charge for hire of the cot. This wasn't charged on arrival when you pay for the room, so was also a surprise when we checked out. - The location of the property was great. It is based in Meriken park, right next to the earthquake memorial and easy access off the expressway. The hotel has its own parking which is really helpful (although is ¥1600 for 24 hours). The staff are friendly as you would expect and the reception area of the hotel is stunning. We were there in December and they had a beautiful Christmas tree and accessories. As you go up the lift to your room there are great views of the reception area. We stayed with a toddler and requested a cot. As they weren't sure if the cot would be big enough (we have a two year old) they also kindly fitted a bed guard to one side of the double bed so we could use that if the cot was too small.;;11/12/2016;;0
68;;q1;;Has anyone reported a problem about noise?;;urn:uuid:2fa03918-4f96-44bc-a50d-6e7b45743b9f;;The terrace of my room is big but the wall made by wood plate was broken, which created a constant noise when scratching the pipes by sting wind. I didn't sleep week due to the noise. It should be improved with no big effort. - Friendly reception and well informative assistance. Nice owner with very helpful and kind information.;;29/10/2017;;1
69;;q1;;Has anyone reported a problem about noise?;;urn:uuid:80088d27-43d6-490e-83fd-5f01c9537109;;The walls seemed to be made of paper. Every little noise from the neighbors could be heard.. And ours weren't exactly discrete. - Extremely clean premises, wonderful onsen and amazingly friendly staff made for a very pleasant stay..;;04/09/2016;;1
70;;q2;;Is this hotel quiet?;;urn:uuid:44109bdb-525f-4a12-a8da-923fd582af00;;Just not worth the money, overall the facilities are outdated and shabby. Booked a massage in room, which had nothing to do with relaxation at all - Typical Japanese hotel;;27/04/2017;;0
71;;q2;;Is this hotel quiet?;;urn:uuid:7b4d6933-c2ca-44f5-a1c7-cd114c6ed34b;;Breakfast is very poor considering such level hotel. Swimming pool needs extra charge and expensive. Many hotel provide free swimming pool and Gym room for guest. - Location, Room size;;23/08/2017;;0
72;;q2;;Is this hotel quiet?;;urn:uuid:cd88ff86-1e62-47cb-b08f-3bf995efbc6b;;Very hot & noisy. People checking in all through the night & not really having any consideration for other guests. Small lobby area - nowhere to eat/drink or meet up with partner. Air con was at 25°C overnight. - Bed very comfortable. All amenities clean & tidy. Pyjamas, toothbrush, towels etc all provided. Good showers. Bathroom very modern.;;01/01/2018;;1
73;;q2;;Is this hotel quiet?;;urn:uuid:8bca90da-32c4-4eea-8567-e3f004a4362a;;The chairs and sofa in the reception area are too deep (in my opinion), so not the most comfortable to sit on. - My husband and I stayed for three weeks at the b Kobe. The hotel was very convenient for the railway station, numerous shops, restaurants and a five/ten minute walk to the City Loop sightseeing bus, which is a great way to get to various attractions in Kobe and see the city. The staff at the hotel were very helpful and friendly, as well as smartly dressed. Our room was on the 8th floor and looked out onto a side road, but we did not have any problems sleeping because of road noise. The room was kept immaculately clean and apple tea and green tea bags provided daily, plus coffee available for free in the reception area. We could use the air conditioning, which had concerned us with other reviews. We cannot comment on the breakfast facilities available in the next door restaurant, as we did not use them. We would definitely stay at the b Kobe again.;;28/05/2017;;1
74;;q2;;Is this hotel quiet?;;urn:uuid:76f8083d-1ffb-47b1-a50c-8c2df4e53703;;Noise due to the lift - Location and people;;04/02/2018;;1
75;;q2;;Is this hotel quiet?;;urn:uuid:30159d33-7adb-4d62-b50e-495e89e4cd29;;Sometimes difficult to communicate with the staff since they didn't speak too much english but that was expected. Better english than other places I've stayed at on this trip. - SO AMAZING! This property is pricey to stay at but was absolutely worth all the money. Comes with a private kaiseki dinner (which is quite expensive regardless of whether you stay at a ryokan) and an incredible breakfast buffet. Plus, the amenities were beautiful, the onsen was GORGEOUS and the room was more than comfortable. We were a party of three and I stayed on the pull out sofa bed but wow that was the most comfortable sofa bed I've slept in. Definitely would recommend and looking forward to staying again!;;04/12/2017;;0
76;;q2;;Is this hotel quiet?;;urn:uuid:2fad97a8-f5dd-4dab-b95f-ea3b70d4043d;;Price is a little steep for the condition of the room. Room is small. - Its very near Kobe Sannomiya Station and amenities.;;26/05/2016;;0
77;;q2;;Is this hotel quiet?;;urn:uuid:4f46483c-6567-4cd1-8ae5-9492688d6f33;;They didn't provide an iron when requested, citing the fire hazard. - The staff were responsive and the room was bigger than most Japanese hotel rooms in this price range.;;01/11/2013;;0
78;;q2;;Is this hotel quiet?;;urn:uuid:cceced88-342c-4de1-b7f8-76bb318948fd;;No - Clean and nice room;;26/07/2016;;0
79;;q2;;Is this hotel quiet?;;urn:uuid:bc88f61d-6ab2-4e9f-a465-af8142b489c7;;The room was tiny, really small given the price we paid. The bed was also very small for 2 people. The 'kettle' was a stove, kind of dangerous when you have stuff lying about next to a hot top. There were random noises at night. The drier in the laundry took hours. Breakfast was packed full of people, feeding time at the zoo, bad layout. - There were croissants at breakfast. They had free coffee (coffee machine) and soft drinks. The water in shower was hot.;;04/04/2016;;1
80;;q2;;Is this hotel quiet?;;urn:uuid:14f19bd7-9605-4c37-9c30-9db2ea8564cb;;Noisy at night, our rooms were closer to the onsen machinery that works all night. The floor vibrates with the noise from the machinery, bearable but not the expected tranquility. - Best Onsen Excellent Dinner (kinda expensive) Very nice rooms and building;;07/05/2017;;1
81;;q2;;Is this hotel quiet?;;urn:uuid:ac4c7f48-f36b-4f07-afd8-d2b8c34dac45;;If you are too sensitive to noise, you might hear the train. But not a problem to me. - Love the location, very convenient for traveller;;31/12/2017;;1
82;;q2;;Is this hotel quiet?;;urn:uuid:e8226154-d854-45ff-a682-48188486752d;;The room is small with a small bed for 2 but it's normal. - The quiet environment around the hotel with great view to the sport field.;;16/02/2016;;1
83;;q2;;Is this hotel quiet?;;urn:uuid:0a352ca7-4da4-4dd2-b59a-3118c441a27a;;Not able to control heating/aircon for the room, and the window did not open. The staff indicated that the building air conditioner was off for the winter. The room was hot. - Complimentary coffee available in the lobby. Helpful staff. Comfortable, bright room with modern furnishings. The location is excellent; just steps from a portal of the Sannomiya subway station, which is one stop from ShinKobe Shinkansen stn. Adjacent to Ikuta Road for shopping and eating. Also close to Tor Road and Sannomiya Train stn. where the city loop bus stops. There are many, many places to eat and drink nearby.;;04/02/2017;;0
